,Paper,year,category,Definition of Cyber-Bullyning,Type of Cyber-bullying,Dataset,Dataset positive sample,Dataset negative sample,Data Downlaoded,Data Collection process,Oversampleing pst instances,Preprocessing,Text Feature,Psycological features,User info features,Sentiment features,WE,Other features,ML model,Deel Learning model,Innovative model,baselines,Test set,Test positive ex.,Test negative ex.,Accuracy,Precision,Recall,AUC,F1,venue,Comments
0,Detecting flames and insults in text,2008,Cyber-Bullyiing detetction,0,insults,0,0,0,0.0,0,0,1,dependency tree,0,0,0,0,0,decision tree,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Detection of harassment on web 2.0,2009,Cyber-Bullyiing detetction,communication in which a user intentionally annoys one or more others in a web community,personal insult harassment in which a user systematically deprecates the contributions of another user,"kongregate (4,802)
slashdot (4,303)
myspace (1,946)","kongregate (42)
slashdot (60)
myspace (65)","kongregate (4760)
slashdot (4243)
myspace (1881)",0.0,used from CAW comprtion,1,1,"TF-IDF
ngrams",0,0,1,0,contextual features,0,0,0,0,0,0,0,0,"kongregate (0.35)
slashdot (0.32)
myspace (0.41)","kongregate (0.59)
slashdot (0.27)
myspace (0.25)",0,"kongregate (0.44)
slashdot (0.29)
myspace (0.313)",the Content Analysis in the WEB (CAW 2.0),0
2,text mining and cyber crime,2010,sex predatory detetction,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Detecting the Presence of Cyber-bullying Using Computer Software,2011,Cyber-Bullyiing detetction,willful and repeated harm inflicted through the medium of electronic text,"flooding, masquerade, flaming,
trolling, harassment, cyberstalking, denigration, outing, and exclusion.",Myspace,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,undergradyate thesis,0
5,A Normative Agent System to Prevent Cyberbullying,2011,cyber-Bullyiing detetction,any communication activity using cyber technology that could be considered harmful to individual or collective well being.,"predation
hate group recruitment
invasion of personal privacy
harassment
stalking
harmful speech or behaviour",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,normative agents,0,0,0,0,0,0,0,0,0,International Conferences on Web Intelligence and Intelligent Agent,"using transfer learning
 to learn between
 different platforms"
9,A Two-step Approach for Effective Detection of Misbehaving Users in Chats,2012,sex predatory detetction,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,The use of Data Mining to Indicate Virtual (Email) Bullying,2012,cyber-Bullyiing detetction,0,0,100 emails,0,0,0.0,0,0,0,0,0,0,0,0,0,KNN,0,clustering email signature syle,0,0,0,0,0,0,0,0,0,Global Congress on Intelligent Systems,they dn't use typical evaluation metrics
12,Cyberbullying Detection- A Step Toward a Safer Internet Yard,2012,cyber-Bullyiing detetction,an aggressive intentional act carried out by a group individual using electornic form of contact,harassment,"Msypace(381,000)",0,0,1.0,0,0,0,"TF-idf of profane words
Tf-idf of personal pronoun",0,"gender
age",0,0,0,SVM,0,0,0,2200,0,0,0,0.43,0.16,0,0.23,International Conference on World Wide Web,0
16,You too?! mixed-initiative lda story matching to help teens in distress,2012,theme related Cyber-Bullyiing detetction,traditional bullying definition from the perspective of teenages,0,MTC teenage srtories (5500),0,0,0.0,0,0,0,TF-IDF,0,0,0,0,sociolinguistic assignmnet of thems,LDA,0,0,0,0,0,0,0,0,0,0,0,International AAAI Conference on Weblogs and Social Media,they use Kappa values to measure assigment of teenages discussion themes in bullying stories told be distressed teenages
17,A computer-in-the-loop approach for detecting bullies in the classroom,2012,bullying behavior detection in classroms through a game,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"International Conference on Social Computing, Behavioral-Cultural Modeling, and Prediction","detect bullyies, vicitms and bystandard behavior through an online game"
18,Sentiment analysis for effective detection of cyber bullying,2012,cyber-Bullyiing detetction,0,0,"kongregate (4,802)
slashdot (4,303)
myspace (1,946)
twitter (4865) data from CAW 2","kongregate (42)
slashdot (60)
myspace (65)
Twitter 93 (2%)","kongregate (4760)
slashdot (4243)
myspace (1881)
Twitter 4700 (98%)",0.0,Twitter data is from CAW2 and the rest borrowed from othe researchers,0,0,BOW,0,0,1,0,0,SVM,0,Graph model to detct bullyies and victims,0,0,0,0,"(message classification)0.97
(user classification 1)",0,0,0,0,Asia-Pacific Web Conference,I do not trust the results as they used acciracy which might reflect the TN which is overwhelming in the dataset
19,MISAAC: Instant messaging tool for Ciberbullying Detection,2012,cyber-Bullyiing detetction,"the fact that a person is abused, threated ot harassed through electornic means",threats and agression,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International Conference on Artificial Intelligence,they use NLP and compare tokens against dictionary
22,Learning from bullying traces in social media,2012,cyber-Bullyiing detetction,0,0,Twitter(1762),684(39%),"1,078(61%)",0.0,5 experienced annotators,0,twitter related preprocessing,unigrams and bigrams and POS,0,0,0,0,0,SVM NB LR  ,0,0,0,262,0,0,0.813,0,0,0,0,the association for computational linguistics: Human language technologies,0
23,Fast learning for sentiment analysis on bullying,2012,sentiment analysis of emotions associated with cyberbullying,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the First International Workshop on Issues of Sentiment Discovery and Opinion Mining,0
24,Exploiting Emoticons in Sentiment Analysis,2013,Sentiment analysis not CB,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Detecting cyberbullying: query terms and techniques,2013,Cyber-Bullyiing detetction,wilful and repeated harm inflicted through the medium of electronic text,0,"Formspring(10685)
Formspring(13652)","1185 (11.1%)
7%","9500 (88.9%)
93%",1.0,AMZ hired 3 workers,0,remove special characters and number and emotionicons and words less than 2 char and more than 17 char ,BOW and TF-IDF,0,0,0,0,0,ED-ISL,0,0,0,1000,465 (46%),535 (54%),0,0.5,0,0,0.5,acm web science conference,the do query search as first experiment thn they do LSI
28,Antisocial behavior corpus for harmful language detection,2013,Anti-social behaviour,unconsiderate action taken against individuals or groups of individuals tha may cause harm or distress to society.,"anti social behabiour
criminal
estremism","web corpus (148 post)
ISEAR
Movie reviews(200)
Wikipedia text extract",web corpus (148 post),0,0.0,keyword search was used to collect data,0,"tokenization
stemming
remove stop words",BOW,0,0,0,0,0,"NB
SVM
DT

",0,0,0,0,0,0,0.96,0.96,0.96,0,0.96,Federated Conference on Computer Science and Information Systems,the results are not reliable as they don't have balanced datase.
30,Cyberbullying Detection using Time Series Modeling,2014,Cyber-Bullyiing detetction,"It is defined as a person tormenting, threatening,
harassing or embarrassing another person using the internet or
other technologies, like cell phones",online grooming,PJ (31 transcripts),0,0,0.0,"use dataset from 2010 Kontostathis et al.,",0,0,"tf-idf,
term frequency,
term occurrence,
binary term occurrence",0,0,0,0,"SVD,
Time series",linearSVM and Polynomial SVM,no,no,MLP,0,0,0,RMSE(0.117),0,0,0,0,IEEE International Conference on Data Mining Workshop 2014,"1-MLP is better than SVM
2- SVD is better feature representaion"
31,Aggressive Text Detection for Cyberbullying,2014,Cyber-Bullyiing detetction,the continuous intentional aggression over an indefense victim via electronic media is known as cyberbullying,aggressive text detection,"Twitter(12,705)","bitch (281)
fuck(110_",0,0.0,0,data set filtered,0,"document length,
number of offensive words,
frequency of word ""you"",
swear words",0,0,"1-The overall affective value for a given word (as well as the value for each of
the differentials) lies within the range [1, 9], where 9 is the closest to happiness.
2-SentiWordNet assigns each synset three classifications with respect to confidence
negativity, positivity, and objectivity",0,0,"Fuzzy Rulebases,
LR
",0,0,0,0,0,0,AVG MSE = 4.8,0,0,0,0,MICAI 2014,statistical analysis more than feature engineering or model selecion
32,A Comparison of Common Users across Instagram and Ask.fm to Better Understand Cyberbullying,2014,"Comaparison between negative and positive behaviour between
 different users on different networks",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
